"TIME","GEO","NACE_R2","UNIT","WAT_PROC","Value","Flag and Footnotes"
"2011","Yugoiztochen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.82",""
"2011","Yugozapaden","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.1",""
"2011","Yuzhen tsentralen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97.94",""
"2011","Praha","Total - all NACE activities","Percentage","Population connected to public water supply (%)","102",""
"2011","Strední Cechy","Total - all NACE activities","Percentage","Population connected to public water supply (%)","79",""
"2011","Jihozápad","Total - all NACE activities","Percentage","Population connected to public water supply (%)","86",""
"2011","Severozápad","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2011","Severovýchod","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2011","Jihovýchod","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96",""
"2011","Strední Morava","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2011","Moravskoslezsko","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99",""
"2011","Stuttgart","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Karlsruhe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Freiburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Tübingen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Oberbayern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Niederbayern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Oberpfalz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Oberfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Mittelfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Unterfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Schwaben","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Berlin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Brandenburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Bremen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Hamburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Darmstadt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Gießen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Kassel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Mecklenburg-Vorpommern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Braunschweig","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Hannover","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Lüneburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Weser-Ems","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Düsseldorf","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Köln","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Münster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Detmold","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Arnsberg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Koblenz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Trier","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Rheinhessen-Pfalz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Saarland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Dresden","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Chemnitz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Leipzig","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Sachsen-Anhalt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Schleswig-Holstein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Thüringen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)","85.52",""
"2011","Jadranska Hrvatska","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93.52",""
"2011","Kontinentalna Hrvatska","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2011","Burgenland (AT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.8",""
"2011","Niederösterreich","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91.3",""
"2011","Wien","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.9",""
"2011","Kärnten","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2011","Steiermark","Total - all NACE activities","Percentage","Population connected to public water supply (%)","87.2",""
"2011","Oberösterreich","Total - all NACE activities","Percentage","Population connected to public water supply (%)","78.1",""
"2011","Salzburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93.7",""
"2011","Tirol","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.1",""
"2011","Vorarlberg","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.2",""
"2011","Lódzkie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2011","Mazowieckie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","84",""
"2011","Malopolskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","76",""
"2011","Slaskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2011","Lubelskie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","81",""
"2011","Podkarpackie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","76",""
"2011","Swietokrzyskie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","84",""
"2011","Podlaskie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","88",""
"2011","Wielkopolskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2011","Zachodniopomorskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2011","Lubuskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2011","Dolnoslaskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2011","Opolskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2011","Kujawsko-Pomorskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2011","Warminsko-Mazurskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2011","Pomorskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2011","Nord-Vest","Total - all NACE activities","Percentage","Population connected to public water supply (%)","60",""
"2011","Centru","Total - all NACE activities","Percentage","Population connected to public water supply (%)","62",""
"2011","Nord-Est","Total - all NACE activities","Percentage","Population connected to public water supply (%)","40",""
"2011","Sud-Est","Total - all NACE activities","Percentage","Population connected to public water supply (%)","60",""
"2011","Sud - Muntenia","Total - all NACE activities","Percentage","Population connected to public water supply (%)","53",""
"2011","Bucuresti - Ilfov","Total - all NACE activities","Percentage","Population connected to public water supply (%)","79",""
"2011","Sud-Vest Oltenia","Total - all NACE activities","Percentage","Population connected to public water supply (%)","45",""
"2011","Vest","Total - all NACE activities","Percentage","Population connected to public water supply (%)","65",""
"2011","Stockholm","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Östra Mellansverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Småland med öarna","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Sydsverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Västsverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Norra Mellansverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Mellersta Norrland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Övre Norrland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Istanbul","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Tekirdag, Edirne, Kirklareli","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Balikesir, Çanakkale","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Izmir","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Aydin, Denizli, Mugla","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Manisa, Afyonkarahisar, Kütahya, Usak","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Bursa, Eskisehir, Bilecik","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Ankara","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Konya, Karaman","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Antalya, Isparta, Burdur","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Adana, Mersin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Hatay, Kahramanmaras, Osmaniye","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Kayseri, Sivas, Yozgat","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Zonguldak, Karabük, Bartin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Kastamonu, Çankiri, Sinop","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Samsun, Tokat, Çorum, Amasya","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Erzurum, Erzincan, Bayburt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Agri, Kars, Igdir, Ardahan","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Malatya, Elazig, Bingöl, Tunceli","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Van, Mus, Bitlis, Hakkari","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Gaziantep, Adiyaman, Kilis","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Sanliurfa, Diyarbakir","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2011","Mardin, Batman, Sirnak, Siirt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2012","Severozapaden","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.46",""
"2012","Severen tsentralen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.78",""
"2012","Severoiztochen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.93",""
"2012","Yugoiztochen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.87",""
"2012","Yugozapaden","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.17",""
"2012","Yuzhen tsentralen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.09",""
"2012","Praha","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100.4",""
"2012","Strední Cechy","Total - all NACE activities","Percentage","Population connected to public water supply (%)","81.1",""
"2012","Jihozápad","Total - all NACE activities","Percentage","Population connected to public water supply (%)","86",""
"2012","Severozápad","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.6",""
"2012","Severovýchod","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92.3",""
"2012","Jihovýchod","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.3",""
"2012","Strední Morava","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91.2",""
"2012","Moravskoslezsko","Total - all NACE activities","Percentage","Population connected to public water supply (%)","101.9",""
"2012","Stuttgart","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Karlsruhe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Freiburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Tübingen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Oberbayern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Niederbayern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Oberpfalz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Oberfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Mittelfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Unterfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Schwaben","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Berlin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Brandenburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Bremen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Hamburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Darmstadt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Gießen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Kassel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Mecklenburg-Vorpommern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Braunschweig","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Hannover","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Lüneburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Weser-Ems","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Düsseldorf","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Köln","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Münster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Detmold","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Arnsberg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Koblenz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Trier","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Rheinhessen-Pfalz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Saarland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Dresden","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Chemnitz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Leipzig","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Sachsen-Anhalt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Schleswig-Holstein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Thüringen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Jadranska Hrvatska","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Kontinentalna Hrvatska","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Burgenland (AT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Niederösterreich","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Wien","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Kärnten","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Steiermark","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Oberösterreich","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Salzburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Tirol","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Vorarlberg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Lódzkie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2012","Mazowieckie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","84",""
"2012","Malopolskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","76",""
"2012","Slaskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2012","Lubelskie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","82",""
"2012","Podkarpackie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","76",""
"2012","Swietokrzyskie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","85",""
"2012","Podlaskie (NUTS 2013)","Total - all NACE activities","Percentage","Population connected to public water supply (%)","88",""
"2012","Wielkopolskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2012","Zachodniopomorskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","94",""
"2012","Lubuskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","90",""
"2012","Dolnoslaskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92",""
"2012","Opolskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95",""
"2012","Kujawsko-Pomorskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91",""
"2012","Warminsko-Mazurskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89",""
"2012","Pomorskie","Total - all NACE activities","Percentage","Population connected to public water supply (%)","93",""
"2012","Nord-Vest","Total - all NACE activities","Percentage","Population connected to public water supply (%)","61.9",""
"2012","Centru","Total - all NACE activities","Percentage","Population connected to public water supply (%)","64.3",""
"2012","Nord-Est","Total - all NACE activities","Percentage","Population connected to public water supply (%)","45.3",""
"2012","Sud-Est","Total - all NACE activities","Percentage","Population connected to public water supply (%)","66.7",""
"2012","Sud - Muntenia","Total - all NACE activities","Percentage","Population connected to public water supply (%)","55.1",""
"2012","Bucuresti - Ilfov","Total - all NACE activities","Percentage","Population connected to public water supply (%)","80.1",""
"2012","Sud-Vest Oltenia","Total - all NACE activities","Percentage","Population connected to public water supply (%)","47.9",""
"2012","Vest","Total - all NACE activities","Percentage","Population connected to public water supply (%)","67.8",""
"2012","Stockholm","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Östra Mellansverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Småland med öarna","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Sydsverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Västsverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Norra Mellansverige","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Mellersta Norrland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Övre Norrland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2012","Istanbul","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2012","Tekirdag, Edirne, Kirklareli","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.39",""
"2012","Balikesir, Çanakkale","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.36",""
"2012","Izmir","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.97",""
"2012","Aydin, Denizli, Mugla","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.17",""
"2012","Manisa, Afyonkarahisar, Kütahya, Usak","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.28",""
"2012","Bursa, Eskisehir, Bilecik","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.92",""
"2012","Kocaeli, Sakarya, Düzce, Bolu, Yalova","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.52",""
"2012","Ankara","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.88",""
"2012","Konya, Karaman","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.46",""
"2012","Antalya, Isparta, Burdur","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.21",""
"2012","Adana, Mersin","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.73",""
"2012","Hatay, Kahramanmaras, Osmaniye","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.53",""
"2012","Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.11",""
"2012","Kayseri, Sivas, Yozgat","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.78",""
"2012","Zonguldak, Karabük, Bartin","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.3",""
"2012","Kastamonu, Çankiri, Sinop","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.06",""
"2012","Samsun, Tokat, Çorum, Amasya","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.3",""
"2012","Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane","Total - all NACE activities","Percentage","Population connected to public water supply (%)","91.35",""
"2012","Erzurum, Erzincan, Bayburt","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.95",""
"2012","Agri, Kars, Igdir, Ardahan","Total - all NACE activities","Percentage","Population connected to public water supply (%)","97.54",""
"2012","Malatya, Elazig, Bingöl, Tunceli","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.96",""
"2012","Van, Mus, Bitlis, Hakkari","Total - all NACE activities","Percentage","Population connected to public water supply (%)","95.36",""
"2012","Gaziantep, Adiyaman, Kilis","Total - all NACE activities","Percentage","Population connected to public water supply (%)","89.51",""
"2012","Sanliurfa, Diyarbakir","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.12",""
"2012","Mardin, Batman, Sirnak, Siirt","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.44",""
"2013","Région de Bruxelles-Capitale / Brussels Hoofdstedelijk Gewest","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2013","Severozapaden","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.51",""
"2013","Severen tsentralen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.78",""
"2013","Severoiztochen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.93",""
"2013","Yugoiztochen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.87",""
"2013","Yugozapaden","Total - all NACE activities","Percentage","Population connected to public water supply (%)","99.19",""
"2013","Yuzhen tsentralen","Total - all NACE activities","Percentage","Population connected to public water supply (%)","98.15",""
"2013","Praha","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100.1",""
"2013","Strední Cechy","Total - all NACE activities","Percentage","Population connected to public water supply (%)","83.4",""
"2013","Jihozápad","Total - all NACE activities","Percentage","Population connected to public water supply (%)","85.2",""
"2013","Severozápad","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100",""
"2013","Severovýchod","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92.1",""
"2013","Jihovýchod","Total - all NACE activities","Percentage","Population connected to public water supply (%)","96.6",""
"2013","Strední Morava","Total - all NACE activities","Percentage","Population connected to public water supply (%)","92.2",""
"2013","Moravskoslezsko","Total - all NACE activities","Percentage","Population connected to public water supply (%)","100.6",""
"2013","Stuttgart","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Karlsruhe","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Freiburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Tübingen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Oberbayern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Niederbayern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Oberpfalz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Oberfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Mittelfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Unterfranken","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Schwaben","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Berlin","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Brandenburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Bremen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Hamburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Darmstadt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Gießen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Kassel","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Mecklenburg-Vorpommern","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Braunschweig","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Hannover","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Lüneburg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Weser-Ems","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Düsseldorf","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Köln","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Münster","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Detmold","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Arnsberg","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Koblenz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Trier","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Rheinhessen-Pfalz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Saarland","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Dresden","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Chemnitz","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Leipzig","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Sachsen-Anhalt","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Schleswig-Holstein","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Thüringen","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Croatia","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Jadranska Hrvatska","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Kontinentalna Hrvatska","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Burgenland (AT)","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Niederösterreich","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
"2013","Wien","Total - all NACE activities","Percentage","Population connected to public water supply (%)",":",""
